,Unnamed: 0,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits,uniqueID,GenusSpecies
3279,44684,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.156651,day^-1,1.81309e-06,s^-1,15.1,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.8130902777777775e-06,207,Pernambugia tuberosa
3280,44685,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.20032,day^-1,2.31851e-06,s^-1,15.6,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,2.3185185185185184e-06,207,Pernambugia tuberosa
3281,44686,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.250226,day^-1,2.8961400000000008e-06,s^-1,17.2,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,2.8961342592592594e-06,207,Pernambugia tuberosa
3282,44687,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.254385,day^-1,2.9442700000000008e-06,s^-1,17.3,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,2.944270833333333e-06,207,Pernambugia tuberosa
3283,44688,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.21141,day^-1,2.4468700000000003e-06,s^-1,19.0,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,2.446875e-06,207,Pernambugia tuberosa
3284,44689,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.261316,day^-1,3.0245e-06,s^-1,19.0,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.0244907407407408e-06,207,Pernambugia tuberosa
3285,44690,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0512929,day^-1,5.93668e-07,s^-1,20.7,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,5.93667824074074e-07,207,Pernambugia tuberosa
3286,44691,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.295974,day^-1,3.42562e-06,s^-1,20.7,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.425624999999999e-06,207,Pernambugia tuberosa
3287,44692,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.320927,day^-1,3.71443e-06,s^-1,22.3,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.7144328703703706e-06,207,Pernambugia tuberosa
3288,44693,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.11229,day^-1,1.29965e-06,s^-1,22.6,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.299652777777778e-06,207,Pernambugia tuberosa
3289,44694,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0831777,day^-1,9.62704e-07,s^-1,23.9,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,9.627048611111109e-07,207,Pernambugia tuberosa
3290,44695,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0596107,day^-1,6.899379999999999e-07,s^-1,24.4,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,6.899386574074074e-07,207,Pernambugia tuberosa
3291,44696,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0582244,day^-1,6.73893e-07,s^-1,25.9,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,6.738935185185185e-07,207,Pernambugia tuberosa
3292,44697,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0713942,day^-1,8.26321e-07,s^-1,26.1,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,8.263217592592594e-07,207,Pernambugia tuberosa
3293,44698,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.060997,day^-1,7.06e-07,s^-1,27.3,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,7.059837962962962e-07,207,Pernambugia tuberosa
3294,44699,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.0616901,day^-1,7.140000000000002e-07,s^-1,27.6,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,7.14005787037037e-07,207,Pernambugia tuberosa
3295,44700,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.320927,day^-1,3.71443e-06,s^-1,29.1,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.7144328703703706e-06,207,Pernambugia tuberosa
3296,44701,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.13655,day^-1,1.5804399999999996e-06,s^-1,29.5,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.580439814814815e-06,207,Pernambugia tuberosa
3297,44702,MTD4737,Pernambugia tuberosa strain GeoB*61,growth rate,0.104665,day^-1,1.2114e-06,s^-1,31.2,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.2114004629629631e-06,207,Pernambugia tuberosa
3298,44703,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.146947,day^-1,1.70078e-06,s^-1,14.9,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.7007754629629632e-06,208,Pernambugia tuberosa
3299,44704,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.198933,day^-1,2.30247e-06,s^-1,16.5,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,2.3024652777777784e-06,208,Pernambugia tuberosa
3300,44705,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.170514,day^-1,1.97354e-06,s^-1,18.2,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,1.9735416666666666e-06,208,Pernambugia tuberosa
3301,44706,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.292508,day^-1,3.38551e-06,s^-1,19.8,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.3855092592592593e-06,208,Pernambugia tuberosa
3302,44707,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.36113,day^-1,4.17974e-06,s^-1,21.7,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,4.179745370370369e-06,208,Pernambugia tuberosa
3303,44708,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.335483,day^-1,3.88291e-06,s^-1,23.3,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.8829050925925935e-06,208,Pernambugia tuberosa
3304,44709,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.295974,day^-1,3.42562e-06,s^-1,25.0,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.425624999999999e-06,208,Pernambugia tuberosa
3305,44710,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.2731,day^-1,3.160879999999999e-06,s^-1,26.6,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.16087962962963e-06,208,Pernambugia tuberosa
3306,44711,MTD4738,Pernambugia tuberosa strain GeoB*74,growth rate,0.264089,day^-1,3.05659e-06,s^-1,28.4,celsius,Chromista,Dinophyta,Dinophyceae,Peridiniales,Peridiniaceae,Pernambugia,tuberosa,,,3.056585648148148e-06,208,Pernambugia tuberosa
3341,44883,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,0.098,day^-1,1.13426e-06,s^-1,14.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,1.1342592592592592e-06,209,Chaetoceros gracilis
3342,44884,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,0.9954,day^-1,1.15208e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,1.1520833333333333e-05,209,Chaetoceros gracilis
3343,44885,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,1.54,day^-1,1.78241e-05,s^-1,23.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,1.7824074074074075e-05,209,Chaetoceros gracilis
3344,44886,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,1.8802,day^-1,2.17616e-05,s^-1,26.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,2.1761574074074075e-05,209,Chaetoceros gracilis
3345,44887,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,1.9922,day^-1,2.30579e-05,s^-1,28.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,2.305787037037037e-05,209,Chaetoceros gracilis
3346,44888,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,2.2988,day^-1,2.66065e-05,s^-1,30.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,2.6606481481481477e-05,209,Chaetoceros gracilis
3347,44889,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,2.2218,day^-1,2.57153e-05,s^-1,32.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,2.5715277777777773e-05,209,Chaetoceros gracilis
3348,44890,MTD4757,Chaetoceros gracilis strain S/CHAET-1,growth rate,1.6926,day^-1,1.95903e-05,s^-1,36.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,gracilis,,,1.959027777777778e-05,209,Chaetoceros gracilis
3368,44920,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,0.18,day^-1,2.08333e-06,s^-1,5.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,2.083333333333333e-06,210,Cryptomonas czosnowskii
3369,44921,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,0.33,day^-1,3.8194400000000005e-06,s^-1,8.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,3.819444444444443e-06,210,Cryptomonas czosnowskii
3370,44922,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,0.49,day^-1,5.6713e-06,s^-1,10.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,5.671296296296296e-06,210,Cryptomonas czosnowskii
3371,44923,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,0.76,day^-1,8.796299999999999e-06,s^-1,12.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,8.796296296296297e-06,210,Cryptomonas czosnowskii
3372,44924,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,0.74,day^-1,8.56481e-06,s^-1,16.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,8.564814814814816e-06,210,Cryptomonas czosnowskii
3373,44925,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,1.2,day^-1,1.3888900000000004e-05,s^-1,21.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,1.3888888888888888e-05,210,Cryptomonas czosnowskii
3374,44926,MTD4764,Cryptomonas czosnowskii strain CCAP 969/67,growth rate,1.37,day^-1,1.58565e-05,s^-1,26.0,celsius,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,czosnowskii,,,1.5856481481481484e-05,210,Cryptomonas czosnowskii
3385,44937,MTD4767,Chlamydomonas reinhardtii,growth rate,0.00741667,day^-1,8.584110000000001e-08,s^-1,8.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,8.584108796296296e-08,211,Chlamydomonas reinhardtii
3386,44938,MTD4767,Chlamydomonas reinhardtii,growth rate,0.0472726,day^-1,5.47137e-07,s^-1,14.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,5.47136574074074e-07,211,Chlamydomonas reinhardtii
3387,44939,MTD4767,Chlamydomonas reinhardtii,growth rate,0.0381231,day^-1,4.4124e-07,s^-1,16.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,4.412395833333333e-07,211,Chlamydomonas reinhardtii
3388,44940,MTD4767,Chlamydomonas reinhardtii,growth rate,0.0586403,day^-1,6.78707e-07,s^-1,22.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,6.787071759259261e-07,211,Chlamydomonas reinhardtii
3389,44941,MTD4767,Chlamydomonas reinhardtii,growth rate,0.07479060000000001,day^-1,8.65632e-07,s^-1,25.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,8.656319444444445e-07,211,Chlamydomonas reinhardtii
3390,44942,MTD4767,Chlamydomonas reinhardtii,growth rate,0.0738895,day^-1,8.55202e-07,s^-1,30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,8.552025462962963e-07,211,Chlamydomonas reinhardtii
3391,44943,MTD4767,Chlamydomonas reinhardtii,growth rate,0.06626489999999999,day^-1,7.67e-07,s^-1,34.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,7.66954861111111e-07,211,Chlamydomonas reinhardtii
3392,44944,MTD4767,Chlamydomonas reinhardtii,growth rate,0.0304985,day^-1,3.53e-07,s^-1,34.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,reinhardtii,,,3.529918981481481e-07,211,Chlamydomonas reinhardtii
3393,44963,MTD4771,Cosmarium kjellmanii,growth rate,0.08,day^-1,9.25926e-07,s^-1,10.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,9.25925925925926e-07,212,Cosmarium kjellmanii
3394,44964,MTD4771,Cosmarium kjellmanii,growth rate,0.255,day^-1,2.95139e-06,s^-1,15.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,2.951388888888889e-06,212,Cosmarium kjellmanii
3395,44965,MTD4771,Cosmarium kjellmanii,growth rate,0.27,day^-1,3.125e-06,s^-1,20.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,3.125e-06,212,Cosmarium kjellmanii
3396,44966,MTD4771,Cosmarium kjellmanii,growth rate,0.3,day^-1,3.47222e-06,s^-1,25.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,3.472222222222222e-06,212,Cosmarium kjellmanii
3397,44967,MTD4771,Cosmarium kjellmanii,growth rate,0.275,day^-1,3.182870000000001e-06,s^-1,28.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,3.1828703703703706e-06,212,Cosmarium kjellmanii
3398,44968,MTD4771,Cosmarium kjellmanii,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,30.0,celsius,Plantae,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Cosmarium,kjellmanii,,,2.1990740740740743e-06,212,Cosmarium kjellmanii
3466,45040,MTD4782,Odontella sinensis,growth rate,0.26251,day^-1,3.03831e-06,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,3.038310185185185e-06,213,Odontella sinensis
3467,45041,MTD4782,Odontella sinensis,growth rate,0.506677,day^-1,5.8643100000000015e-06,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,5.864317129629631e-06,213,Odontella sinensis
3468,45042,MTD4782,Odontella sinensis,growth rate,0.483997,day^-1,5.60181e-06,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,5.60181712962963e-06,213,Odontella sinensis
3469,45043,MTD4782,Odontella sinensis,growth rate,0.697675,day^-1,8.074939999999999e-06,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,8.07494212962963e-06,213,Odontella sinensis
3470,45044,MTD4782,Odontella sinensis,growth rate,0.7535890000000001,day^-1,8.72209e-06,s^-1,28.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,8.722094907407409e-06,213,Odontella sinensis
3471,45045,MTD4782,Odontella sinensis,growth rate,0.8034439999999999,day^-1,9.299119999999997e-06,s^-1,30.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,sinensis,,,9.299120370370367e-06,213,Odontella sinensis
3472,45046,MTD4783,Phaeodactylum tricornutum,growth rate,0.5,day^-1,5.7870000000000015e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,5.787037037037038e-06,214,Phaeodactylum tricornutum
3473,45047,MTD4783,Phaeodactylum tricornutum,growth rate,0.8,day^-1,9.25926e-06,s^-1,8.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,9.25925925925926e-06,214,Phaeodactylum tricornutum
3474,45048,MTD4783,Phaeodactylum tricornutum,growth rate,1.0,day^-1,1.1574100000000003e-05,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.1574074074074072e-05,214,Phaeodactylum tricornutum
3475,45049,MTD4783,Phaeodactylum tricornutum,growth rate,1.2,day^-1,1.3888900000000004e-05,s^-1,12.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.3888888888888888e-05,214,Phaeodactylum tricornutum
3476,45050,MTD4783,Phaeodactylum tricornutum,growth rate,1.4,day^-1,1.62037e-05,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.6203703703703704e-05,214,Phaeodactylum tricornutum
3477,45051,MTD4783,Phaeodactylum tricornutum,growth rate,1.3,day^-1,1.50463e-05,s^-1,18.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.5046296296296295e-05,214,Phaeodactylum tricornutum
3478,45052,MTD4783,Phaeodactylum tricornutum,growth rate,1.5,day^-1,1.73611e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.736111111111111e-05,214,Phaeodactylum tricornutum
3479,45053,MTD4783,Phaeodactylum tricornutum,growth rate,1.6,day^-1,1.85185e-05,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,1.851851851851852e-05,214,Phaeodactylum tricornutum
3480,45054,MTD4783,Phaeodactylum tricornutum,growth rate,0.6,day^-1,6.9444399999999985e-06,s^-1,27.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,tricornutum,,,6.944444444444444e-06,214,Phaeodactylum tricornutum
3481,45057,MTD4784,Chaetoceros affinis,growth rate,0.1,day^-1,1.15741e-06,s^-1,10.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,1.1574074074074074e-06,215,Chaetoceros affinis
3482,45058,MTD4784,Chaetoceros affinis,growth rate,0.3,day^-1,3.47222e-06,s^-1,12.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,3.472222222222222e-06,215,Chaetoceros affinis
3483,45059,MTD4784,Chaetoceros affinis,growth rate,0.8,day^-1,9.25926e-06,s^-1,15.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,9.25925925925926e-06,215,Chaetoceros affinis
3484,45060,MTD4784,Chaetoceros affinis,growth rate,1.3,day^-1,1.50463e-05,s^-1,18.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,1.5046296296296295e-05,215,Chaetoceros affinis
3485,45061,MTD4784,Chaetoceros affinis,growth rate,1.0,day^-1,1.1574100000000003e-05,s^-1,20.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,1.1574074074074072e-05,215,Chaetoceros affinis
3486,45062,MTD4784,Chaetoceros affinis,growth rate,1.5,day^-1,1.73611e-05,s^-1,25.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,1.736111111111111e-05,215,Chaetoceros affinis
3487,45063,MTD4784,Chaetoceros affinis,growth rate,1.3,day^-1,1.50463e-05,s^-1,27.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,affinis,,,1.5046296296296295e-05,215,Chaetoceros affinis
3517,45104,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.6,day^-1,6.9444399999999985e-06,s^-1,20.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,6.944444444444444e-06,216,Monoraphidium griffithii
3518,45105,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.65,day^-1,7.52315e-06,s^-1,25.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,7.5231481481481475e-06,216,Monoraphidium griffithii
3519,45106,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.75,day^-1,8.68056e-06,s^-1,27.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,8.680555555555556e-06,216,Monoraphidium griffithii
3520,45107,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.69,day^-1,7.98611e-06,s^-1,30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,7.98611111111111e-06,216,Monoraphidium griffithii
3521,45108,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.76,day^-1,8.796299999999999e-06,s^-1,32.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,8.796296296296297e-06,216,Monoraphidium griffithii
3522,45109,MTD4792,Monoraphidium griffithii strain NIVA-CHL8,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,35.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii,,,2.1990740740740743e-06,216,Monoraphidium griffithii
3523,45110,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.58,day^-1,6.713e-06,s^-1,20.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,6.712962962962962e-06,217,Acutodesmus acuminatus
3524,45111,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.65,day^-1,7.52315e-06,s^-1,25.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,7.5231481481481475e-06,217,Acutodesmus acuminatus
3525,45112,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.86,day^-1,9.9537e-06,s^-1,27.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,9.953703703703703e-06,217,Acutodesmus acuminatus
3526,45113,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.62,day^-1,7.1759300000000014e-06,s^-1,30.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,7.1759259259259266e-06,217,Acutodesmus acuminatus
3527,45114,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.74,day^-1,8.56481e-06,s^-1,32.5,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,8.564814814814816e-06,217,Acutodesmus acuminatus
3528,45115,MTD4793,Acutodesmus acuminatus strain UTEX 415,growth rate,0.67,day^-1,7.75463e-06,s^-1,35.0,celsius,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acuminatus,,,7.75462962962963e-06,217,Acutodesmus acuminatus
3539,45126,MTD4796,Chlorella vulgaris strain UMACC 001,growth rate,0.234,day^-1,2.7083299999999995e-06,s^-1,13.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,2.7083333333333334e-06,218,Chlorella vulgaris
3540,45127,MTD4796,Chlorella vulgaris strain UMACC 001,growth rate,0.287,day^-1,3.32176e-06,s^-1,18.0,celsius,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,vulgaris,,,3.321759259259259e-06,218,Chlorella vulgaris
