,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species,Forma,AuthorComments,Author,SpeciesID,Carbon,Biovolume,CellVolCubicMeters,GenusSpecies
519,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,planamembranacea,,,Derek S.Harbour,287,1196.0259331265,32569.9111843079,3.26e-14,Navicula planamembranacea
520,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,planamembranacea,,,Derek S.Harbour,287,462.968215933265,9342.47779607694,9.34e-15,Navicula planamembranacea
521,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,planamembranacea,,,Derek S.Harbour,287,463.0,9343.321735893442,9.34e-15,Navicula planamembranacea
522,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,septentrionalis,,,Derek S.Harbour,288,68.0842347052503,750.0,7.50e-16,Navicula septentrionalis
523,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,vanhoeffenii,,,Derek S.Harbour,289,56.3732921412035,585.061929829746,5.85e-16,Navicula vanhoeffenii
527,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,directum,,,Derek S.Harbour,293,246.66170204642398,4080.0000000000105,4.08e-15,Pleurosigma directum
528,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,directum,,,Derek S.Harbour,293,781.321612335421,18600.000000000102,1.86e-14,Pleurosigma directum
534,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,planctonicum,,,Derek S.Harbour,297,1254.1029351269099,34666.6666666666,3.47e-14,Pleurosigma planctonicum
535,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,planctonicum,,,Derek S.Harbour,297,2428.0,82686.0940047725,8.27e-14,Pleurosigma planctonicum
536,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,planctonicum,,,Derek S.Harbour,297,850.60539823989,20800.0,2.08e-14,Pleurosigma planctonicum
537,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,simonsenii,,,Derek S.Harbour,298,1254.1029351269099,34666.6666666666,3.47e-14,Pleurosigma simonsenii
538,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,sulcata,,,Derek S.Harbour,299,202.0,3137.0031861625102,3.14e-15,Paralia sulcata
540,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,sulcata,,,Derek S.Harbour,299,70.5128567251103,785.398163397449,7.85e-16,Paralia sulcata
541,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Rhaphoneis,amphiceros,,,Derek S.Harbour,301,46.3759382646121,452.530964914873,4.53e-16,Rhaphoneis amphiceros
542,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Rhaphoneis,surirella,,,Derek S.Harbour,302,23.618769737098102,186.24102712875302,1.86e-16,Rhaphoneis surirella
543,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,antarcticus,,,Derek S.Harbour,303,935.148245586536,23561.9449019235,2.36e-14,Dactyliosolen antarcticus
544,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,blavyanus,,,Derek S.Harbour,304,2724.27996968919,96211.2750161875,9.62e-14,Dactyliosolen blavyanus
545,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,blavyanus,,,Derek S.Harbour,304,3337.0,125647.22561692199,1.26e-13,Dactyliosolen blavyanus
546,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,,,Derek S.Harbour,305,128.0,1721.0860782682,1.72e-15,Dactyliosolen fragilissimus
547,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,,,Derek S.Harbour,305,14.0,93.58820109688021,9.36e-17,Dactyliosolen fragilissimus
548,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,,,Derek S.Harbour,305,204.14282833062902,3180.86256175966,3.18e-15,Dactyliosolen fragilissimus
549,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,fragilissimus,,,Derek S.Harbour,305,338.0,6175.610099661011,6.18e-15,Dactyliosolen fragilissimus
552,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,phuketensis,,,Derek S.Harbour,307,266.802194391909,4523.8934211692995,4.52e-15,Dactyliosolen phuketensis
553,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,phuketensis,,,Derek S.Harbour,307,730.461331365204,17023.5051916397,1.70e-14,Dactyliosolen phuketensis
555,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,blavyana,,,Derek S.Harbour,309,687.149297037058,15707.963267948899,1.57e-14,Guinardia blavyana
556,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,cylindrus,,,Derek S.Harbour,310,113.69707095420799,1472.62155637022,1.47e-15,Guinardia cylindrus
557,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,delicatula,,,Derek S.Harbour,311,338.0,6175.610099661011,6.18e-15,Guinardia delicatula
558,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,delicatula,,,Derek S.Harbour,311,74.7601844154325,848.2300164692439,8.48e-16,Guinardia delicatula
559,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,1633.5676449132998,49087.3852123405,4.91e-14,Guinardia flaccida
560,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,1933.1262042052201,61261.0567450007,6.13e-14,Guinardia flaccida
561,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,2707.36170152185,95425.87685279,9.54e-14,Guinardia flaccida
562,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,3833.3391413929207,150796.44737231,1.51e-13,Guinardia flaccida
563,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,6376.0,294538.798601321,2.95e-13,Guinardia flaccida
564,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,flaccida,,,Derek S.Harbour,312,8411.773445419742,424115.008234622,4.24e-13,Guinardia flaccida
565,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,striata,,,Derek S.Harbour,313,142.0,1972.9507424839499,1.97e-15,Guinardia striata
566,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,striata,,,Derek S.Harbour,313,275.209397866487,4712.38898038469,4.71e-15,Guinardia striata
567,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,striata,,,Derek S.Harbour,313,3649.8533393290004,141371.66941154,1.41e-13,Guinardia striata
568,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,striata,,,Derek S.Harbour,313,375.0,7080.12852945218,7.08e-15,Guinardia striata
569,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,10μm,Derek S.Harbour,314,1234.0,33937.3433040142,3.39e-14,Proboscia alata
570,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,10μm,Derek S.Harbour,314,814.146792887546,19634.954084936202,1.96e-14,Proboscia alata
571,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,10μm,Derek S.Harbour,314,935.148245586536,23561.9449019235,2.36e-14,Proboscia alata
572,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,15μm,Derek S.Harbour,315,1947.23666010435,61850.1053675492,6.19e-14,Proboscia alata
573,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,15μm,Derek S.Harbour,315,2155.22500452081,70685.8347057701,7.07e-14,Proboscia alata
574,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,15μm,Derek S.Harbour,315,2475.54237077275,84823.0016469242,8.48e-14,Proboscia alata
575,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,25μm,Derek S.Harbour,316,80.99273353876549,942.477796076938,9.42e-16,Proboscia alata
576,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,2μm,Derek S.Harbour,317,11608.4252916802,647953.4848028921,6.48e-13,Proboscia alata
578,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,5μm,Derek S.Harbour,318,283.88152071485,4908.7385212340505,4.91e-15,Proboscia alata
579,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,5μm,Derek S.Harbour,318,326.0,5888.75055237857,5.89e-15,Proboscia alata
580,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,5μm,Derek S.Harbour,318,405.759138553614,7853.98163397448,7.85e-15,Proboscia alata
581,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,5μm,Derek S.Harbour,318,466.064535123123,9424.77796076938,9.42e-15,Proboscia alata
582,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,auxospore ,Derek S.Harbour,319,374.53517989976405,7068.58347057702,7.07e-15,Proboscia alata
583,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,,Derek S.Harbour,320,119.0,1563.65428268879,1.56e-15,Proboscia alata
584,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,,Derek S.Harbour,320,1233.0,33901.1612259454,3.39e-14,Proboscia alata
585,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,,Derek S.Harbour,320,1234.0,33937.3433040142,3.39e-14,Proboscia alata
586,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,alata,,,Derek S.Harbour,320,666.157993679003,15079.644737231001,1.51e-14,Proboscia alata
587,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,inermis,,,Derek S.Harbour,321,579.961943648833,12566.370614359199,1.26e-14,Proboscia inermis
588,Coccolithophorid,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,leptoporus,,,Derek S.Harbour,322,340.0,2144.6703614824696,2.14e-15,Calcidiscus leptoporus
589,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,truncata,,,Derek S.Harbour,323,4967.0,212050.687186854,2.12e-13,Proboscia truncata
590,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,bergonii,,,Derek S.Harbour,324,2681.92146886321,94247.7796076937,9.42e-14,Rhizosolenia bergonii
591,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,bergonii,,,Derek S.Harbour,324,3764.86386143526,147262.155637022,1.47e-13,Rhizosolenia bergonii
592,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,calcar-avis,,,Derek S.Harbour,325,2475.54237077275,84823.0016469242,8.48e-14,Rhizosolenia calcar-avis
593,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,calcar-avis,,,Derek S.Harbour,325,405.759138553614,7853.98163397448,7.85e-15,Rhizosolenia calcar-avis
594,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,calcar-avis,,,Derek S.Harbour,325,935.148245586536,23561.9449019235,2.36e-14,Rhizosolenia calcar-avis
595,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,castracanei,,,Derek S.Harbour,326,32830.8795363112,2544690.04940773,2.54e-12,Rhizosolenia castracanei
596,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,castracanei,,,Derek S.Harbour,326,4967.12135432426,212057.504117312,2.12e-13,Rhizosolenia castracanei
597,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,chunii,,,Derek S.Harbour,327,400.0,7707.63324378775,7.71e-15,Rhizosolenia chunii
598,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,chunii,,,Derek S.Harbour,327,676.679350942101,15393.804002589899,1.54e-14,Rhizosolenia chunii
599,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,cylindrus,,,Derek S.Harbour,328,113.69707095420799,1472.62155637022,1.47e-15,Rhizosolenia cylindrus
600,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,cylindrus,,,Derek S.Harbour,328,150.004666794371,2120.57504117311,2.12e-15,Rhizosolenia cylindrus
601,Coccolithophorid,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,leptoporus,,,Derek S.Harbour,322,90.33555247654341,523.5987755982981,5.24e-16,Calcidiscus leptoporus
602,Coccolithophorid,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,leptoporus,,,Derek S.Harbour,322,90.3355524765435,523.598775598299,5.24e-16,Calcidiscus leptoporus
603,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,delicatula,,,Derek S.Harbour,329,182.709034877144,2748.8935718910802,2.75e-15,Rhizosolenia delicatula
604,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,delicatula,,,Derek S.Harbour,329,202.22456190711998,3141.59265358979,3.14e-15,Rhizosolenia delicatula
605,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,delicatula,,,Derek S.Harbour,329,338.0,6175.610099661011,6.18e-15,Rhizosolenia delicatula
606,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,delicatula,,,Derek S.Harbour,329,84.05236235632421,989.601685880784,9.90e-16,Rhizosolenia delicatula
607,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,128.0,1721.0860782682,1.72e-15,Rhizosolenia fragilissima
608,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,130.153785429438,1759.29188601029,1.76e-15,Rhizosolenia fragilissima
609,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,144.055778394974,2010.6192982974699,2.01e-15,Rhizosolenia fragilissima
610,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,338.0,6175.610099661011,6.18e-15,Rhizosolenia fragilissima
611,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,59.5136655379872,628.318530717957,6.28e-16,Rhizosolenia fragilissima
612,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,60.0,635.083153511714,6.35e-16,Rhizosolenia fragilissima
613,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,60.71669340982161,645.083505079823,6.45e-16,Rhizosolenia fragilissima
614,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,74.7601844154325,848.2300164692439,8.48e-16,Rhizosolenia fragilissima
615,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,fragilissima,,,Derek S.Harbour,330,84.05236235632421,989.601685880784,9.90e-16,Rhizosolenia fragilissima
616,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,hebetata,,Derek S.Harbour,331,326.0,5888.75055237857,5.89e-15,Rhizosolenia hebetata
617,Coccolithophorid,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,leptoporus,rigidus,,Derek S.Harbour,332,173.311308380345,1047.1975511966,1.05e-15,Calcidiscus leptoporus
618,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,,10μm,Derek S.Harbour,333,935.148245586536,23561.9449019235,2.36e-14,Rhizosolenia hebetata
619,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,,,Derek S.Harbour,334,935.148245586536,23561.9449019235,2.36e-14,Rhizosolenia hebetata
620,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,semispina,,Derek S.Harbour,335,326.0,5888.75055237857,5.89e-15,Rhizosolenia hebetata
621,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,semispina,,Derek S.Harbour,335,326.073023157628,5890.48622548086,5.89e-15,Rhizosolenia hebetata
622,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,semispina,,Derek S.Harbour,335,935.0,23557.030304122796,2.36e-14,Rhizosolenia hebetata
623,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,X,10μm,Derek S.Harbour,336,935.148245586536,23561.9449019235,2.36e-14,Rhizosolenia hebetata
624,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hebetata,X,30μm,Derek S.Harbour,337,9255.36368399841,480946.419338061,4.81e-13,Rhizosolenia hebetata
625,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hyalina,,,Derek S.Harbour,338,1583.66478662888,47123.889803846796,4.71e-14,Rhizosolenia hyalina
626,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hyalina,,,Derek S.Harbour,338,794.2696866364109,19006.6355542183,1.90e-14,Rhizosolenia hyalina
627,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,hyalina,,,Derek S.Harbour,338,9571.17132166635,502654.824574367,5.03e-13,Rhizosolenia hyalina
628,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,10μm,Derek S.Harbour,339,405.759138553614,7853.98163397448,7.85e-15,Rhizosolenia imbricata
629,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,10μm,Derek S.Harbour,339,935.0,23557.030304122796,2.36e-14,Rhizosolenia imbricata
630,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,15μm,Derek S.Harbour,340,1560.0,46199.5376621608,4.62e-14,Rhizosolenia imbricata
631,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,2μm,Derek S.Harbour,341,80.99273353876549,942.477796076938,9.42e-16,Rhizosolenia imbricata
632,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,5μm,Derek S.Harbour,342,162.51013961838,2356.19449019234,2.36e-15,Rhizosolenia imbricata
633,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,5μm,Derek S.Harbour,342,232.279910618121,3769.91118430776,3.77e-15,Rhizosolenia imbricata
634,Coccolithophorid,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Umbilicosphaera,hulburtiana,,,Derek S.Harbour,343,12.7924614587461,65.4498469497871,6.54e-17,Umbilicosphaera hulburtiana
635,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,5μm,Derek S.Harbour,342,326.0,5888.75055237857,5.89e-15,Rhizosolenia imbricata
636,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,5μm,Derek S.Harbour,342,405.759138553614,7853.98163397448,7.85e-15,Rhizosolenia imbricata
637,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,,Derek S.Harbour,344,326.0,5888.75055237857,5.89e-15,Rhizosolenia imbricata
638,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,,Derek S.Harbour,344,326.073023157628,5890.48622548086,5.89e-15,Rhizosolenia imbricata
639,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,imbricata,,,Derek S.Harbour,344,687.149297037058,15707.963267948899,1.57e-14,Rhizosolenia imbricata
640,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,pungens,,10μm,Derek S.Harbour,345,935.148245586536,23561.9449019235,2.36e-14,Rhizosolenia pungens
641,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,pungens,,25μm,Derek S.Harbour,346,3764.86386143526,147262.155637022,1.47e-13,Rhizosolenia pungens
642,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,pungens,,5μm,Derek S.Harbour,347,283.88152071485,4908.7385212340505,4.91e-15,Rhizosolenia pungens
643,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,pungens,,,Derek S.Harbour,348,405.759138553614,7853.98163397448,7.85e-15,Rhizosolenia pungens
644,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,robusta,,,Derek S.Harbour,349,15220.9349645195,925486.6776461629,9.25e-13,Rhizosolenia robusta
645,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,robusta,,,Derek S.Harbour,349,29607.5092765331,2221168.02635078,2.22e-12,Rhizosolenia robusta
646,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,robusta,,,Derek S.Harbour,349,30540.0,2313669.69881949,2.31e-12,Rhizosolenia robusta
647,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,10μm,Derek S.Harbour,350,814.146792887546,19634.954084936202,1.96e-14,Rhizosolenia setigera
648,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,25μm,Derek S.Harbour,351,2766.0,98154.6226100659,9.82e-14,Rhizosolenia setigera
649,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,25μm,Derek S.Harbour,351,3277.7175735631604,122718.463030852,1.23e-13,Rhizosolenia setigera
650,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,2μm,Derek S.Harbour,352,70.5128567251103,785.398163397449,7.85e-16,Rhizosolenia setigera
651,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,5μm,Derek S.Harbour,353,171.0,2519.47858654512,2.52e-15,Rhizosolenia setigera
652,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,,Derek S.Harbour,354,202.22456190711998,3141.59265358979,3.14e-15,Rhizosolenia setigera
653,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,,Derek S.Harbour,354,283.88152071485,4908.7385212340505,4.91e-15,Rhizosolenia setigera
654,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,,,Derek S.Harbour,354,80.99273353876549,942.477796076938,9.42e-16,Rhizosolenia setigera
